customer_id,card_activation_date,
1638126,4/23/20,
1638127,4/27/20,
1638128,4/28/20,
1638129,4/28/20,
1638130,4/29/20,
1638131,4/29/20,
1638132,4/30/20,
1638133,4/30/20,
1575169,4/23/20,
1638134,4/20/20,
1638135,4/21/20,
1638136,4/21/20,
1638137,4/21/20,
1638138,4/21/20,
1638139,4/22/20,
1638140,4/24/20,
1638141,4/25/20,
1638142,4/25/20,
1638143,4/25/20,
1638144,4/26/20,
1638145,4/26/20,
1638146,4/25/20,
1638147,4/27/20,
1638148,4/27/20,
1638149,4/27/20,
1638150,4/27/20,
1638151,4/27/20,
1638152,4/28/20,
1638153,4/28/20,
1638154,4/28/20,
1638155,4/29/20,
1638156,4/30/20,
1638157,5/1/20,
1638158,5/1/20,
1638159,4/28/20,
1564142,4/25/20,
1558494,4/28/20,
1569902,4/21/20,
1638160,4/24/20,
1638161,4/25/20,
1638162,4/25/20,
1638163,4/26/20,
1638164,4/26/20,
1638165,4/27/20,
1638166,4/27/20,
1638167,4/27/20,
1638168,4/27/20,
1638169,4/27/20,
1638170,4/28/20,
1638171,4/29/20,
1638172,4/29/20,
1638173,4/29/20,
1638174,4/29/20,
1638175,4/29/20,
1638176,4/30/20,
1638177,4/30/20,
1638178,4/30/20,
1638179,5/1/20,
1638180,5/1/20,
1638181,4/25/20,
1638182,4/25/20,
1638183,4/25/20,
1638184,4/25/20,
1638185,4/25/20,
1638186,4/26/20,
1638187,4/26/20,
1638188,4/26/20,
1638189,4/27/20,
1638190,4/27/20,
1570683,4/27/20,
1638191,4/28/20,
1638192,4/28/20,
1638193,4/28/20,
1638194,4/28/20,
1638195,4/29/20,
1638196,4/29/20,
1638197,4/27/20,
1638198,4/30/20,
1638199,4/28/20,
1638200,5/1/20,
1577692,5/1/20,
1560623,4/27/20,
1566204,4/24/20,
1638201,4/25/20,
1638202,4/25/20,
1638203,4/25/20,
1638204,4/26/20,
1638205,4/26/20,
1638206,4/25/20,
1638207,4/27/20,
1638208,4/27/20,
1638209,4/27/20,
1638210,4/27/20,
1638211,4/27/20,
1638212,4/27/20,
1638213,4/27/20,
1638214,4/29/20,
1638215,4/25/20,
1638216,4/29/20,
1638217,4/29/20,
1638218,4/29/20,
1638219,4/29/20,
1638220,4/29/20,
1638221,4/30/20,
1568738,4/24/20,
1638222,4/27/20,
1638223,4/27/20,
1638224,4/27/20,
1638225,4/29/20,
1638226,4/29/20,
1638227,4/29/20,
1574307,4/27/20,
1638228,4/27/20,
1575969,4/30/20,
1638229,4/28/20,
1638230,4/29/20,
1638231,4/29/20,
1638232,4/30/20,
1638233,4/30/20,
1638234,4/27/20,
1638235,4/28/20,
1570134,4/27/20,
1638236,4/27/20,
1638237,4/27/20,
1638238,4/27/20,
1638239,4/27/20,
1638240,4/27/20,
1638241,5/1/20,
1638242,4/24/20,
1638243,4/25/20,
1638244,4/25/20,
1638245,4/27/20,
1580678,4/21/20,
1583445,4/23/20,
1638246,4/28/20,
1638247,4/28/20,
1580472,4/23/20,
1638248,4/29/20,
1584530,4/23/20,
1638249,4/30/20,
1577707,4/20/20,
1638250,5/1/20,
1638251,4/20/20,
1638252,4/30/20,
1586424,4/24/20,
1585068,4/25/20,
1638253,4/21/20,
1580225,4/22/20,
1580504,4/25/20,
1576295,4/22/20,
1583411,4/21/20,
1584435,4/20/20,
1585051,4/24/20,
1585631,4/20/20,
1577552,4/28/20,
1580877,4/23/20,
1586548,4/24/20,
1582993,4/27/20,
1582184,4/20/20,
1638254,4/20/20,
1638255,4/21/20,
1638256,4/21/20,
1638257,4/21/20,
1638258,4/21/20,
1638259,4/21/20,
1638260,4/21/20,
1638261,4/23/20,
1638262,4/23/20,
1638263,4/23/20,
1638264,4/23/20,
1638265,4/23/20,
1638266,4/23/20,
1638267,4/23/20,
1638268,4/23/20,
1638269,4/23/20,
1638270,4/23/20,
1638271,4/23/20,
1638272,4/24/20,
1638273,4/24/20,
1638274,4/24/20,
1638275,4/24/20,
1638276,4/24/20,
1638277,4/25/20,
1638278,4/25/20,
1638279,4/25/20,
1638280,4/26/20,
1638281,4/26/20,
1586522,4/22/20,
1638282,4/27/20,
1638283,4/26/20,
1638284,4/27/20,
1638285,4/27/20,
1638286,4/28/20,
1638287,4/21/20,
1638288,4/30/20,
1638289,4/30/20,
1638290,4/30/20,
1638291,4/30/20,
1581069,4/21/20,
1585881,4/28/20,
1638292,5/1/20,
1638293,5/1/20,
1638294,5/1/20,
1586940,4/20/20,
1586567,4/27/20,
1581781,4/24/20,
1638295,4/21/20,
1638296,4/25/20,
1577548,4/26/20,
1586566,4/22/20,
1583482,4/25/20,
1638297,4/27/20,
1584453,4/23/20,
1638298,4/28/20,
1585878,4/27/20,
1582906,4/27/20,
1638299,4/23/20,
1584382,4/23/20,
1638300,4/23/20,
1638301,4/26/20,
1586525,4/26/20,
1584573,4/20/20,
1584777,4/23/20,
1578429,4/24/20,
1576378,4/23/20,
1638302,4/25/20,
1579974,4/24/20,
1638303,4/21/20,
1571816,4/24/20,
1582186,4/24/20,
1581659,4/23/20,
1571837,4/20/20,
1582561,4/29/20,
1575916,4/26/20,
1576489,4/25/20,
1638304,4/21/20,
1638305,4/21/20,
1638306,4/21/20,
1638307,4/21/20,
1638308,4/21/20,
1638309,4/21/20,
1638310,4/22/20,
1638311,4/23/20,
1638312,4/23/20,
1638313,4/24/20,
1638314,4/24/20,
1638315,4/24/20,
1638316,4/24/20,
1638317,4/24/20,
1638318,4/24/20,
1638319,4/24/20,
1638320,4/24/20,
1638321,4/24/20,
1638322,4/25/20,
1638323,4/25/20,
1638324,4/25/20,
1638325,4/22/20,
1638326,4/26/20,
1638327,3/12/20,
1638328,3/14/20,
1638329,3/9/20,
1638330,4/2/20,
1638331,3/13/20,
1638332,3/13/20,
1638333,3/14/20,
1638334,3/17/20,
1638335,3/24/20,
1638336,3/13/20,
1638337,3/9/20,
1638338,3/24/20,
1638339,3/12/20,
1638340,3/13/20,
1638341,3/12/20,
1638342,3/14/20,
1638343,3/21/20,
1638344,3/13/20,
1638345,3/9/20,
1638346,3/14/20,
1638347,4/14/20,
1638348,3/16/20,
1638349,3/15/20,
1638350,3/12/20,
1638351,4/18/20,
1638352,3/9/20,
1638353,3/13/20,
1638354,3/16/20,
1638355,3/12/20,
1638356,4/27/20,
1638357,3/12/20,
1638358,3/13/20,
1638359,3/18/20,
1638360,3/14/20,
1638361,3/13/20,
1638362,3/30/20,
1638363,5/1/20,
1638364,3/14/20,
1638365,3/11/20,
1638366,3/9/20,
1638367,4/25/20,
1638368,4/16/20,
1638369,3/12/20,
1638370,3/25/20,
1638371,3/12/20,
1638372,3/19/20,
1638373,3/16/20,
1638374,3/22/20,
1638375,3/18/20,
1638376,3/13/20,
1638377,4/7/20,
1638378,3/13/20,
1638379,3/13/20,
1638380,3/12/20,
1638381,3/14/20,
1638382,3/28/20,
1638383,3/13/20,
1638384,3/30/20,
1638385,3/16/20,
1638386,4/2/20,
1638387,4/15/20,
1638388,3/16/20,
1638389,3/15/20,
1638390,3/13/20,
1638391,3/14/20,
1638392,4/6/20,
1638393,3/13/20,
1638394,4/21/20,
1638395,4/23/20,
1638396,3/12/20,
1638397,3/14/20,
1638398,3/21/20,
1638399,3/14/20,
1638400,3/17/20,
1638401,3/14/20,
1638402,3/14/20,
1638403,3/14/20,
1638404,4/28/20,
1638405,3/13/20,
1638406,3/13/20,
1638407,3/17/20,
1638408,3/13/20,
1638409,3/13/20,
1638410,3/13/20,
1638411,3/13/20,
1638412,3/30/20,
1638413,3/16/20,
1638414,3/12/20,
1638415,3/19/20,
1638416,3/30/20,
1638417,3/14/20,
1638418,3/17/20,
1638419,3/14/20,
1638420,3/14/20,
1638421,3/9/20,
1638422,3/13/20,
1638423,3/10/20,
1638424,3/13/20,
1638425,4/2/20,
1638426,3/11/20,
1638427,3/9/20,
1638428,3/12/20,
1638429,3/25/20,
1638430,3/14/20,
1638431,3/9/20,
1638432,3/14/20,
1638433,3/12/20,
1638434,3/23/20,
1638435,3/14/20,
1638436,3/14/20,
1638437,3/17/20,
1638438,3/12/20,
1638439,3/9/20,
1638440,4/2/20,
1638441,3/12/20,
1638442,3/16/20,
1638443,3/12/20,
1638444,3/13/20,
1638445,3/9/20,
1638446,3/14/20,
1638447,3/22/20,
1638448,5/1/20,
1638449,3/13/20,
1638450,3/30/20,
1638451,3/15/20,
1638452,3/20/20,
1638453,3/30/20,
1638454,3/13/20,
1638455,3/15/20,
1638456,3/12/20,
1566030,3/20/20,
1558785,3/19/20,
1559636,3/19/20,
1542712,3/31/20,
1563602,3/21/20,
1544231,4/12/20,
1638457,3/24/20,
1638458,3/21/20,
1638459,3/21/20,
1638460,3/23/20,
1638461,3/28/20,
1638462,3/23/20,
1542979,3/31/20,
1638463,3/23/20,
1638464,3/26/20,
1638465,3/21/20,
1638466,3/24/20,
1638467,3/19/20,
1638468,3/27/20,
1638469,3/19/20,
1638470,3/25/20,
1638471,3/26/20,
1638472,3/22/20,
1567888,3/23/20,
1556880,4/8/20,
1567697,4/18/20,
1559999,3/24/20,
1550335,4/17/20,
1545794,4/16/20,
1558269,3/20/20,
1638473,3/22/20,
1537315,4/1/20,
1534767,4/30/20,
1559104,3/24/20,
1559289,3/25/20,
1559459,3/24/20,
1638474,3/21/20,
1545554,4/1/20,
1638475,3/26/20,
1558498,3/24/20,
1559081,3/20/20,
1565676,4/14/20,
1563726,3/24/20,
1564384,3/31/20,
1559351,3/23/20,
1558534,3/25/20,
1558959,3/19/20,
1558270,3/21/20,
1558184,3/27/20,
1550708,4/1/20,
1558084,3/20/20,
1564855,3/19/20,
1541992,4/24/20,
1558083,3/21/20,
1638476,3/20/20,
1567535,3/23/20,
1638477,3/24/20,
1638478,4/11/20,
1638479,4/16/20,
1638480,3/25/20,
1638481,3/24/20,
1638482,3/23/20,
1638483,3/26/20,
1537187,4/1/20,
1638484,3/22/20,
1638485,3/24/20,
1638486,3/23/20,
1638487,3/21/20,
1638488,3/21/20,
1638489,3/23/20,
1546718,4/4/20,
1567106,3/23/20,
1550494,4/2/20,
1564724,3/23/20,
1567771,4/3/20,
1537510,4/1/20,
1565602,3/20/20,
1535229,4/14/20,
1543333,4/3/20,
1540498,4/29/20,
1560057,3/23/20,
1558495,3/29/20,
1538166,4/3/20,
1558253,3/24/20,
1561923,3/24/20,
1563251,3/23/20,
1558351,3/26/20,
1558619,3/23/20,
1558772,3/23/20,
1559721,3/28/20,
1638490,3/25/20,
1558650,3/26/20,
1638491,3/23/20,
1638492,3/21/20,
1638493,3/29/20,
1532154,4/1/20,
1638494,3/25/20,
1638495,3/23/20,
1638496,3/24/20,
1638497,3/23/20,
1537010,4/16/20,
1552530,3/30/20,
1638498,3/25/20,
1638499,3/21/20,
1638500,3/27/20,
1582160,3/26/20,
1638501,3/26/20,
1638502,3/23/20,
1638503,3/24/20,
1638504,3/23/20,
1535864,4/1/20,
1638505,3/29/20,
1554614,4/8/20,
1558771,3/24/20,
1565135,3/23/20,
1531524,4/14/20,
1549632,4/16/20,
1544892,4/3/20,
1561873,3/22/20,
1638506,4/21/20,
1555624,4/21/20,
1566332,3/21/20,
1558984,3/21/20,
1564486,3/23/20,
1561872,3/23/20,
1565053,3/24/20,
1542315,4/15/20,
1559128,3/20/20,
1558962,3/21/20,
1565460,3/24/20,
1638507,3/10/20,
1638508,3/16/20,
1638509,3/13/20,
1638510,4/20/20,
1638511,3/13/20,
1638512,3/14/20,
1638513,3/9/20,
1638514,3/12/20,
1638515,3/13/20,
1638516,3/12/20,
1638517,3/16/20,
1638518,3/20/20,
1638519,3/10/20,
1638520,3/18/20,
1638521,3/10/20,
1638522,3/17/20,
1638523,3/18/20,
1638524,3/13/20,
1638525,3/12/20,
1638526,3/11/20,
1638527,3/13/20,
1638528,3/17/20,
1638529,3/13/20,
1638530,3/14/20,
1638531,3/14/20,
1638532,3/11/20,
1638533,3/16/20,
1638534,3/13/20,
1638535,3/10/20,
1638536,3/10/20,
1638537,4/26/20,
1638538,3/19/20,
1638539,4/19/20,
1638540,3/11/20,
1638541,3/15/20,
1638542,3/15/20,
1638543,3/16/20,
1638544,3/11/20,
1638545,3/13/20,
1638546,3/9/20,
1638547,3/10/20,
1638548,3/10/20,
1638549,3/16/20,
1638550,3/15/20,
1638551,3/12/20,
1638552,3/18/20,
1638553,4/16/20,
1638554,3/10/20,
1638555,3/13/20,
1638556,3/25/20,
1638557,3/13/20,
1638558,3/26/20,
1638559,3/10/20,
1638560,4/20/20,
1638561,3/10/20,
1638562,3/13/20,
1638563,3/27/20,
1638564,3/10/20,
1638565,3/12/20,
1638566,3/12/20,
1638567,3/18/20,
1638568,3/21/20,
1638569,3/9/20,
1638570,3/10/20,
1638571,4/3/20,
1638572,3/10/20,
1638573,3/10/20,
1638574,3/10/20,
1638575,3/13/20,
1638576,3/10/20,
1638577,3/10/20,
1638578,3/19/20,
1638579,3/13/20,
1638580,3/10/20,
1638581,3/21/20,
1638582,3/12/20,
1638583,3/12/20,
1638584,3/22/20,
1638585,3/12/20,
1638586,3/17/20,
1638587,3/16/20,
1638588,3/10/20,
1638589,3/16/20,
1638590,3/27/20,
1638591,3/11/20,
1638592,4/8/20,
1638593,4/17/20,
1638594,3/12/20,
1638595,3/10/20,
1638596,3/30/20,
1638597,3/10/20,
1638598,3/17/20,
1638599,3/13/20,
1638600,4/13/20,
1638601,3/10/20,
1638602,3/12/20,
1638603,4/14/20,
1638604,3/11/20,
1638605,3/22/20,
1638606,3/13/20,
1638607,4/17/20,
1638608,3/13/20,
1638609,3/11/20,
1638610,4/26/20,
1638611,3/19/20,
1638612,3/23/20,
1638613,3/16/20,
1638614,3/13/20,
1638615,5/1/20,
1638616,3/11/20,
1638617,3/14/20,
1638618,4/16/20,
1638619,3/14/20,
1638620,3/15/20,
1638621,3/16/20,
1638622,3/14/20,
1638623,3/10/20,
1638624,3/25/20,
1638625,3/16/20,
1638626,3/20/20,
1638627,3/16/20,
1638628,3/15/20,
1638629,3/15/20,
1638630,3/15/20,
1638631,3/21/20,
1638632,4/15/20,
1638633,5/1/20,
1638634,4/27/20,
1638635,3/20/20,
1638636,3/19/20,
1582987,4/23/20,
1638637,4/27/20,
1638638,4/27/20,
1638639,4/24/20,
1638640,4/27/20,
1638641,4/27/20,
1577810,4/23/20,
1638642,4/29/20,
1638643,4/28/20,
1638644,4/30/20,
1638645,4/30/20,
1582429,4/22/20,
1585879,4/23/20,
1638646,4/25/20,
1580886,4/25/20,
1585897,4/24/20,
1585119,4/25/20,
1638647,4/25/20,
1638648,4/26/20,
1572095,4/23/20,
1638649,4/24/20,
1581794,4/28/20,
1584379,4/26/20,
1571821,4/21/20,
1580498,4/24/20,
1584540,4/25/20,
1582986,4/24/20,
1638650,4/27/20,
1577942,4/24/20,
1577821,4/27/20,
1583408,4/23/20,
1586772,4/23/20,
1577941,4/23/20,
1638651,4/22/20,
1638652,4/23/20,
1638653,4/25/20,
1638654,4/25/20,
1638655,4/25/20,
1638656,4/25/20,
1638657,4/26/20,
1638658,4/27/20,
1638659,4/27/20,
1638660,4/27/20,
1638661,4/27/20,
1638662,4/27/20,
1638663,4/27/20,
1638664,4/27/20,
1638665,4/27/20,
1638666,4/27/20,
1638667,4/27/20,
1638668,4/27/20,
1638669,4/27/20,
1638670,4/28/20,
1638671,4/28/20,
1638672,4/28/20,
1638673,4/29/20,
1638674,4/29/20,
1638675,4/29/20,
1584605,4/27/20,
1638676,4/30/20,
1638677,4/30/20,
1638678,4/30/20,
1584367,4/28/20,
1638679,5/1/20,
1586421,5/1/20,
1583456,4/29/20,
1572394,4/30/20,
1638680,4/29/20,
1638681,4/28/20,
1586771,4/27/20,
1583870,4/24/20,
1587002,4/28/20,
1638682,4/24/20,
1638683,4/27/20,
1585866,4/25/20,
1586552,4/30/20,
1575835,4/28/20,
1577651,4/24/20,
1581533,4/25/20,
1577052,4/25/20,
1570577,4/28/20,
1582027,4/27/20,
1585808,4/28/20,
1579520,4/28/20,
1584541,4/30/20,
1638684,4/26/20,
1638685,4/27/20,
1638686,5/1/20,
1638687,4/29/20,
1638688,4/24/20,
1638689,4/24/20,
1638690,4/25/20,
1638691,4/25/20,
1638692,4/25/20,
1638693,4/25/20,
1638694,4/25/20,
1638695,4/26/20,
1638696,4/26/20,
1638697,4/26/20,
1638698,4/27/20,
1638699,4/27/20,
1638700,4/27/20,
1638701,4/27/20,
1638702,4/27/20,
1638703,4/27/20,
1638704,4/28/20,
1638705,4/28/20,
1638706,4/28/20,
1638707,4/28/20,
1638708,4/28/20,
1638709,4/29/20,
1638710,4/29/20,
1638711,4/29/20,
1638712,4/30/20,
1638713,5/1/20,
1585868,5/1/20,
1577943,4/25/20,
1638714,4/28/20,
1571817,4/27/20,
1638715,4/27/20,
1638716,4/27/20,
1638717,4/28/20,
1581518,4/27/20,
1584455,4/30/20,
1583726,4/27/20,
1581722,4/29/20,
1638718,4/28/20,
1577822,4/27/20,
1582900,4/23/20,
1580247,4/27/20,
1638719,3/14/20,
1638720,3/16/20,
1638721,3/16/20,
1638722,3/14/20,
1638723,3/17/20,
1638724,3/14/20,
1638725,3/14/20,
1638726,3/11/20,
1638727,3/18/20,
1638728,3/16/20,
1638729,3/23/20,
1638730,3/17/20,
1638731,3/14/20,
1638732,3/16/20,
1638733,3/19/20,
1638734,3/14/20,
1638735,3/23/20,
1638736,3/16/20,
1638737,3/14/20,
1638738,3/18/20,
1638739,3/20/20,
1638740,3/14/20,
1638741,3/20/20,
1638742,3/16/20,
1638743,3/15/20,
1638744,3/14/20,
1638745,3/16/20,
1638746,3/17/20,
1638747,3/14/20,
1638748,3/17/20,
1638749,3/17/20,
1638750,3/19/20,
1638751,3/22/20,
1638752,3/14/20,
1638753,3/16/20,
1638754,3/19/20,
1638755,3/16/20,
1638756,3/31/20,
1638757,3/14/20,
1638758,3/22/20,
1638759,3/17/20,
1638760,3/17/20,
1638761,3/16/20,
1638762,3/13/20,
1638763,3/25/20,
1638764,3/23/20,
1638765,3/18/20,
1638766,3/17/20,
1638767,3/21/20,
1638768,3/21/20,
1638769,3/16/20,
1638770,3/18/20,
1638771,3/17/20,
1638772,3/20/20,
1638773,3/14/20,
1638774,4/5/20,
1638775,3/20/20,
1638776,4/10/20,
1638777,3/18/20,
1638778,3/17/20,
1638779,3/17/20,
1638780,4/10/20,
1638781,3/14/20,
1638782,3/17/20,
1638783,3/17/20,
1638784,3/19/20,
1638785,3/22/20,
1638786,3/22/20,
1638787,3/17/20,
1638788,3/17/20,
1638789,4/7/20,
1638790,3/14/20,
1638791,3/14/20,
1638792,3/19/20,
1638793,3/17/20,
1638794,3/24/20,
1638795,3/16/20,
1638796,3/14/20,
1638797,3/14/20,
1638798,4/7/20,
1638799,3/16/20,
1638800,3/15/20,
1638801,3/16/20,
1638802,5/1/20,
1638803,3/17/20,
1638804,3/19/20,
1538179,4/15/20,
1546345,4/1/20,
1638805,3/15/20,
1638806,3/19/20,
1638807,3/19/20,
1638808,3/16/20,
1638809,3/14/20,
1638810,3/17/20,
1638811,3/17/20,
1638812,3/17/20,
1638813,3/14/20,
1638814,3/16/20,
1638815,3/16/20,
1638816,3/16/20,
1638817,3/17/20,
1555149,4/8/20,
1570973,3/14/20,
1585252,3/16/20,
1582663,3/16/20,
1572771,3/24/20,
1574978,3/14/20,
1552167,4/30/20,
1571345,3/16/20,
1540957,4/30/20,
1582085,3/16/20,
1548915,4/3/20,
1581172,3/17/20,
1571321,3/24/20,
1571504,3/16/20,
1580176,3/26/20,
1586250,3/18/20,
1580783,3/20/20,
1571302,3/28/20,
1572962,3/18/20,
1575089,3/16/20,
1572195,3/16/20,
1572716,3/17/20,
1571787,3/16/20,
1576196,3/16/20,
1571300,3/17/20,
1575198,3/16/20,
1577727,3/15/20,
1543302,4/1/20,
1580287,3/22/20,
1558245,3/27/20,
1638818,3/25/20,
1562384,3/27/20,
1556675,4/1/20,
1558268,3/21/20,
1559456,3/24/20,
1638819,3/23/20,
1638820,3/26/20,
1564982,3/24/20,
1638821,3/23/20,
1638822,3/26/20,
1638823,3/23/20,
1638824,3/23/20,
1532835,4/6/20,
1638825,3/26/20,
1638826,3/24/20,
1638827,3/25/20,
1638828,3/23/20,
1638829,3/25/20,
1638830,3/27/20,
1638831,3/23/20,
1638832,3/24/20,
1638833,3/26/20,
1638834,3/23/20,
1638835,3/27/20,
1556369,4/6/20,
1638836,3/23/20,
1532460,4/9/20,
1552796,4/13/20,
1541692,4/13/20,
1543546,4/17/20,
1565465,3/23/20,
1535405,4/12/20,
1638837,3/25/20,
1560337,4/10/20,
1558315,4/4/20,
1534499,4/16/20,
1563774,4/4/20,
1531780,4/8/20,
1538095,4/9/20,
1559562,3/26/20,
1551349,4/11/20,
1559673,4/14/20,
1638838,3/28/20,
1638839,3/25/20,
1558111,3/24/20,
1564456,3/24/20,
1564049,3/23/20,
1560380,3/28/20,
1638840,4/2/20,
1561833,3/23/20,
1564715,3/23/20,
1558563,3/23/20,
1638841,3/25/20,
1638842,3/27/20,
1638843,3/25/20,
1638844,3/24/20,
1638845,3/23/20,
1638846,3/23/20,
1638847,3/24/20,
1638848,3/31/20,
1638849,3/31/20,
1638850,3/25/20,
1538265,4/17/20,
1638851,3/26/20,
1638852,3/24/20,
1638853,3/24/20,
1638854,3/26/20,
1638855,3/26/20,
1638856,3/23/20,
1536630,4/13/20,
1638857,3/28/20,
1565241,3/27/20,
1544260,4/13/20,
1575174,3/23/20,
1567772,3/27/20,
1574300,3/24/20,
1567046,3/27/20,
1544682,4/21/20,
1562318,3/24/20,
1638858,4/23/20,
1568971,3/23/20,
1554175,4/13/20,
1558425,3/25/20,
1550528,4/30/20,
1558158,3/28/20,
1559914,3/27/20,
1562316,4/20/20,
1552243,4/30/20,
1564862,3/24/20,
1558087,3/27/20,
1558103,3/24/20,
1562290,3/28/20,
1559082,3/26/20,
1564271,4/29/20,
1559290,3/25/20,
1563764,3/25/20,
1567776,3/27/20,
1558960,3/26/20,
1565085,3/24/20,
1563318,3/28/20,
1638859,3/24/20,
1539225,4/8/20,
1555666,4/10/20,
1638860,3/25/20,
1638861,3/29/20,
1638862,3/27/20,
1638863,4/3/20,
1638864,3/26/20,
1638865,3/24/20,
1541931,4/6/20,
1638866,3/26/20,
1638867,3/24/20,
1638868,3/24/20,
1638869,3/27/20,
1638870,3/30/20,
1638871,3/27/20,
1553478,4/9/20,
1638872,3/29/20,
1566128,3/25/20,
1559481,3/27/20,
1565329,3/24/20,
1573711,3/26/20,
1568602,3/24/20,
1638873,3/29/20,
1556211,4/9/20,
1565236,3/27/20,
1537638,4/22/20,
1540844,4/15/20,
1638874,4/23/20,
1638875,4/25/20,
1638876,4/25/20,
1638877,4/25/20,
1638878,4/26/20,
1638879,4/27/20,
1638880,4/27/20,
1638881,4/27/20,
1638882,4/27/20,
1638883,4/27/20,
1586547,4/26/20,
1585888,4/28/20,
1638884,4/28/20,
1638885,4/28/20,
1638886,4/28/20,
1638887,4/28/20,
1638888,4/28/20,
1638889,4/29/20,
1571979,4/28/20,
1638890,4/30/20,
1638891,5/1/20,
1581546,4/26/20,
1583827,4/27/20,
1638892,4/28/20,
1582187,4/25/20,
1584456,4/25/20,
1583257,4/28/20,
1638893,4/29/20,
1638894,4/25/20,
1583345,4/28/20,
1584574,4/27/20,
1638895,4/28/20,
1638896,4/27/20,
1583331,4/27/20,
1638897,4/29/20,
1583108,4/27/20,
1638898,4/29/20,
1586521,4/29/20,
1638899,4/30/20,
1579461,4/29/20,
1586092,4/28/20,
1583315,4/28/20,
1638900,4/28/20,
1638901,4/25/20,
1638902,4/27/20,
1638903,4/27/20,
1638904,4/27/20,
1638905,4/27/20,
1638906,4/27/20,
1638907,4/27/20,
1586843,4/27/20,
1638908,4/27/20,
1638909,4/28/20,
1577650,4/28/20,
1638910,4/28/20,
1638911,4/28/20,
1638912,4/28/20,
1638913,4/29/20,
1638914,4/29/20,
1638915,4/28/20,
1638916,4/27/20,
1638917,4/28/20,
1638918,4/27/20,
1638919,4/28/20,
1638920,4/27/20,
1638921,4/27/20,
1638922,4/27/20,
1638923,4/28/20,
1638924,4/27/20,
1638925,4/25/20,
1638926,4/27/20,
1638927,4/28/20,
1638928,4/27/20,
1638929,4/30/20,
1638930,4/27/20,
1638931,5/1/20,
1638932,4/27/20,
1638933,5/1/20,
1638934,4/27/20,
1587109,4/28/20,
1638935,4/27/20,
1580474,4/27/20,
1580502,4/27/20,
1586549,4/28/20,
1575697,4/28/20,
1581341,4/27/20,
1638936,4/28/20,
1571823,4/27/20,
1579691,4/27/20,
1638937,4/27/20,
1638938,4/28/20,
1587020,4/27/20,
1638939,4/28/20,
1587279,4/28/20,
1584385,4/28/20,
1638940,4/27/20,
1582190,4/27/20,
1638941,4/29/20,
1638942,4/28/20,
1638943,4/27/20,
1638944,4/28/20,
1638945,4/27/20,
1638946,4/29/20,
1638947,4/28/20,
1638948,4/27/20,
1638949,4/28/20,
1638950,4/30/20,
1638951,4/28/20,
1638952,4/28/20,
1638953,4/30/20,
1638954,4/30/20,
1638955,4/27/20,
1582994,4/29/20,
1638956,4/27/20,
1638957,4/28/20,
1582104,4/27/20,
1587108,4/27/20,
1638958,4/29/20,
1638959,4/29/20,
1638960,4/30/20,
1638961,4/29/20,
1638962,4/27/20,
1638963,4/28/20,
1582105,5/1/20,
1584364,4/27/20,
1576505,4/28/20,
1638964,5/1/20,
1581790,4/28/20,
1577819,4/27/20,
1638965,5/1/20,
1638966,4/28/20,
1547913,4/24/20,
1638967,3/27/20,
1544571,4/28/20,
1550769,4/30/20,
1563855,3/29/20,
1551498,5/1/20,
1563499,4/3/20,
1542935,4/27/20,
1578006,3/28/20,
1558643,3/26/20,
1565089,3/26/20,
1550228,4/22/20,
1564854,3/27/20,
1558987,3/23/20,
1575326,3/26/20,
1558524,3/26/20,
1638968,4/1/20,
1546317,4/12/20,
1638969,3/31/20,
1558109,3/27/20,
1559337,4/23/20,
1549294,4/13/20,
1558444,4/30/20,
1562505,4/1/20,
1638970,3/27/20,
1563250,4/1/20,
1638971,3/27/20,
1638972,3/27/20,
1638973,3/24/20,
1638974,3/25/20,
1638975,3/26/20,
1638976,3/24/20,
1638977,3/28/20,
1638978,3/24/20,
1534926,4/7/20,
1638979,3/27/20,
1638980,4/13/20,
1638981,3/26/20,
1638982,3/25/20,
1638983,3/25/20,
1638984,3/24/20,
1638985,4/2/20,
1638986,3/29/20,
1538253,4/7/20,
1638987,3/26/20,
1638988,3/24/20,
1638989,3/28/20,
1638990,3/24/20,
1638991,3/24/20,
1638992,3/25/20,
1638993,3/31/20,
1561461,3/27/20,
1638994,3/30/20,
1566879,3/29/20,
1558281,3/25/20,
1558252,3/31/20,
1555734,4/21/20,
1566505,3/26/20,
1562329,3/28/20,
1564859,3/27/20,
1558104,3/27/20,
1563524,3/25/20,
1565316,3/27/20,
1567690,3/27/20,
1558806,3/25/20,
1558272,3/30/20,
1558532,3/26/20,
1565414,4/4/20,
1562328,3/24/20,
1638995,3/30/20,
1638996,3/28/20,
1638997,3/24/20,
1638998,3/28/20,
1638999,3/31/20,
1639000,3/31/20,
1639001,3/28/20,
1639002,3/28/20,
1639003,3/28/20,
1639004,4/3/20,
1639005,3/29/20,
1639006,4/1/20,
1639007,3/30/20,
1639008,3/30/20,
1546615,4/9/20,
1565219,3/30/20,
1555644,4/8/20,
1556630,4/10/20,
1533616,4/10/20,
1565152,3/30/20,
1533995,4/15/20,
1539025,4/10/20,
1539568,4/26/20,
1535914,4/29/20,
1546013,4/27/20,
1562066,4/1/20,
1535108,4/9/20,
1550305,4/12/20,
1558541,3/30/20,
1566896,3/30/20,
1558192,3/24/20,
1573617,4/5/20,
1558497,4/1/20,
1566380,3/30/20,
