customer_id,promotion_date,treatment_control
1532101,4/16/20,treatment
1548117,4/16/20,treatment
1534895,4/16/20,treatment
1557329,4/16/20,treatment
1553558,4/16/20,treatment
1535190,4/16/20,control
1536799,4/16/20,treatment
1544025,4/16/20,treatment
1548567,4/16/20,treatment
1547635,4/16/20,treatment
1550813,4/16/20,treatment
1532311,4/16/20,treatment
1535081,4/16/20,control
1547859,4/16/20,treatment
1531520,4/16/20,treatment
1538129,4/16/20,treatment
1534950,4/16/20,treatment
1546046,4/16/20,treatment
1536345,4/16/20,treatment
1539018,4/16/20,treatment
1536193,4/16/20,control
1554931,4/16/20,control
1554889,4/16/20,treatment
1550099,4/16/20,treatment
1554363,4/16/20,treatment
1553131,4/16/20,treatment
1538916,4/16/20,treatment
1531635,4/16/20,control
1550446,4/16/20,control
1538710,4/16/20,control
1553739,4/16/20,treatment
1548045,4/16/20,treatment
1546048,4/16/20,treatment
1546670,4/16/20,treatment
1544600,4/16/20,control
1531337,4/16/20,control
1539939,4/16/20,treatment
1533387,4/16/20,treatment
1546382,4/16/20,treatment
1549154,4/16/20,treatment
1556444,4/16/20,treatment
1538145,4/16/20,treatment
1545710,4/16/20,treatment
1544113,4/16/20,treatment
1551959,4/16/20,treatment
1548304,4/16/20,control
1542032,4/16/20,treatment
1555542,4/16/20,treatment
1542233,4/16/20,treatment
1533337,4/16/20,treatment
1536977,4/16/20,control
1553622,4/16/20,control
1536851,4/16/20,control
1538613,4/16/20,control
1531947,4/16/20,treatment
1553233,4/16/20,treatment
1551313,4/16/20,treatment
1532021,4/16/20,treatment
1548813,4/16/20,control
1537321,4/16/20,control
1557278,4/16/20,control
1536800,4/16/20,treatment
1546170,4/16/20,treatment
1531613,4/16/20,treatment
1553536,4/16/20,treatment
1533588,4/16/20,control
1536434,4/16/20,control
1551958,4/16/20,treatment
1543613,4/16/20,treatment
1553994,4/16/20,treatment
1557354,4/16/20,treatment
1539562,4/16/20,treatment
1543107,4/16/20,treatment
1540192,4/16/20,treatment
1533313,4/16/20,treatment
1546082,4/16/20,treatment
1557189,4/16/20,control
1536583,4/16/20,control
1551298,4/16/20,treatment
1531639,4/16/20,treatment
1556715,4/16/20,treatment
1545156,4/16/20,treatment
1542564,4/16/20,control
1547405,4/16/20,control
1533544,4/16/20,treatment
1552150,4/16/20,treatment
1532516,4/16/20,treatment
1551414,4/16/20,control
1556176,4/16/20,treatment
1540487,4/16/20,treatment
1545760,4/16/20,treatment
1538621,4/16/20,control
1534594,4/16/20,control
1535535,4/16/20,control
1550333,4/16/20,control
1535211,4/16/20,control
1537235,4/16/20,treatment
1552885,4/16/20,treatment
1545360,4/16/20,treatment
1555612,4/16/20,treatment
1537292,4/16/20,treatment
1549917,4/16/20,treatment
1549675,4/16/20,treatment
1541547,4/16/20,treatment
1551616,4/16/20,treatment
1534656,4/16/20,treatment
1532456,4/16/20,treatment
1535282,4/16/20,control
1539344,4/16/20,control
1539640,4/16/20,control
1534175,4/16/20,control
1543075,4/16/20,treatment
1540479,4/16/20,treatment
1532892,4/16/20,treatment
1534791,4/16/20,treatment
1544800,4/16/20,treatment
1550410,4/16/20,treatment
1535430,4/16/20,treatment
1543344,4/16/20,treatment
1553756,4/16/20,treatment
1537839,4/16/20,control
1532863,4/16/20,treatment
1545026,4/16/20,treatment
1542906,4/16/20,treatment
1552789,4/16/20,treatment
1539168,4/16/20,treatment
1555122,4/16/20,treatment
1544862,4/16/20,treatment
1532637,4/16/20,treatment
1548224,4/16/20,control
1536262,4/16/20,control
1551656,4/16/20,control
1540140,4/16/20,control
1540383,4/16/20,treatment
1536384,4/16/20,treatment
1534185,4/16/20,treatment
1556299,4/16/20,control
1547564,4/16/20,control
1531379,4/16/20,control
1539785,4/16/20,treatment
1553531,4/16/20,treatment
1542156,4/16/20,control
1547041,4/16/20,control
1548968,4/16/20,treatment
1555275,4/16/20,treatment
1543811,4/16/20,treatment
1543422,4/16/20,treatment
1535777,4/16/20,treatment
1537055,4/16/20,treatment
1555154,4/16/20,treatment
1535944,4/16/20,treatment
1537857,4/16/20,treatment
1535325,4/16/20,treatment
1534433,4/16/20,control
1536133,4/16/20,control
1546503,4/16/20,treatment
1534338,4/16/20,treatment
1556413,4/16/20,treatment
1553671,4/16/20,control
1546745,4/16/20,control
1532970,4/16/20,control
1545162,4/16/20,control
1550144,4/16/20,treatment
1541654,4/16/20,treatment
1548058,4/16/20,treatment
1540962,4/16/20,treatment
1533989,4/16/20,control
1553030,4/16/20,control
1551563,4/16/20,control
1541481,4/16/20,treatment
1535860,4/16/20,treatment
1544183,4/16/20,treatment
1550885,4/16/20,treatment
1552062,4/16/20,treatment
1556816,4/16/20,treatment
1546418,4/16/20,control
1538684,4/16/20,treatment
1535542,4/16/20,treatment
1542150,4/16/20,treatment
1546786,4/16/20,control
1542856,4/16/20,control
1531732,4/16/20,treatment
1552886,4/16/20,treatment
1556396,4/16/20,control
1556541,4/16/20,control
1546016,4/16/20,control
1542393,4/16/20,control
1544711,4/16/20,control
1537358,4/16/20,treatment
1548094,4/16/20,treatment
1551565,4/16/20,treatment
1539317,4/16/20,treatment
1553400,4/16/20,treatment
1534125,4/16/20,treatment
1545921,4/16/20,control
1541990,4/16/20,control
1535939,4/16/20,control
1542252,4/16/20,control
1532843,4/16/20,treatment
1540439,4/16/20,treatment
1534575,4/16/20,treatment
1556584,4/16/20,treatment
1556376,4/16/20,treatment
1555290,4/16/20,treatment
1533610,4/16/20,control
1546542,4/16/20,treatment
1554801,4/16/20,treatment
1535950,4/16/20,treatment
1540977,4/16/20,treatment
1537392,4/16/20,treatment
1550253,4/16/20,treatment
1549072,4/16/20,treatment
1539769,4/16/20,treatment
1549218,4/16/20,control
1531521,4/16/20,control
1544980,4/16/20,treatment
1539386,4/16/20,treatment
1534721,4/16/20,treatment
1553254,4/16/20,control
1556131,4/16/20,control
1537999,4/16/20,control
1555507,4/16/20,treatment
1535622,4/16/20,treatment
1556716,4/16/20,treatment
1531718,4/16/20,treatment
1554021,4/16/20,treatment
1538126,4/16/20,treatment
1537749,4/16/20,treatment
1540648,4/16/20,treatment
1544383,4/16/20,treatment
1547259,4/16/20,control
1539356,4/16/20,control
1550140,4/16/20,treatment
1547528,4/16/20,treatment
1553741,4/16/20,treatment
1556452,4/16/20,treatment
1537592,4/16/20,treatment
1545639,4/16/20,treatment
1532269,4/16/20,control
1549264,4/16/20,control
1540086,4/16/20,control
1531630,4/16/20,treatment
1539810,4/16/20,treatment
1545201,4/16/20,treatment
1546540,4/16/20,treatment
1536423,4/16/20,treatment
1555266,4/16/20,control
1538624,4/16/20,control
1537539,4/16/20,control
1543085,4/16/20,control
1550147,4/16/20,control
1540180,4/16/20,control
1546396,4/16/20,control
1555781,4/16/20,control
1532564,4/16/20,treatment
1552847,4/16/20,treatment
1535288,4/16/20,treatment
1535727,4/16/20,treatment
1536955,4/16/20,treatment
1537960,4/16/20,treatment
1543210,4/16/20,control
1536159,4/16/20,control
1544386,4/16/20,control
1551071,4/16/20,treatment
1536445,4/16/20,treatment
1544701,4/16/20,treatment
1540283,4/16/20,treatment
1539014,4/16/20,treatment
1548606,4/16/20,treatment
1539266,4/16/20,treatment
1538615,4/16/20,treatment
1536950,4/16/20,treatment
1537416,4/16/20,treatment
1552251,4/16/20,treatment
1545810,4/16/20,treatment
1535495,4/16/20,treatment
1539131,4/16/20,treatment
1537283,4/16/20,treatment
1551021,4/16/20,treatment
1552007,4/16/20,treatment
1552007,4/16/20,treatment
1553857,4/16/20,treatment
1552858,4/16/20,control
1552830,4/16/20,control
1537716,4/16/20,treatment
1553438,4/16/20,treatment
1538859,4/16/20,treatment
1553708,4/16/20,treatment
1540889,4/16/20,treatment
1557155,4/16/20,treatment
1556610,4/16/20,treatment
1544900,4/16/20,treatment
1546448,4/16/20,treatment
1537666,4/16/20,control
1547611,4/16/20,control
1556317,4/16/20,control
1533484,4/16/20,treatment
1533332,4/16/20,treatment
1550306,4/16/20,treatment
1537215,4/16/20,treatment
1545614,4/16/20,treatment
1543055,4/16/20,treatment
1540553,4/16/20,treatment
1552815,4/16/20,treatment
1532925,4/16/20,control
1547200,4/16/20,control
1549385,4/16/20,control
1553343,4/16/20,treatment
1538521,4/16/20,treatment
1552694,4/16/20,treatment
1555810,4/16/20,treatment
1541419,4/16/20,control
1539448,4/16/20,control
1545170,4/16/20,control
1541009,4/16/20,control
1538123,4/16/20,control
1556318,4/16/20,treatment
1551637,4/16/20,treatment
1537020,4/16/20,treatment
1556926,4/16/20,treatment
1555793,4/16/20,control
1554950,4/16/20,control
1546966,4/16/20,treatment
1551544,4/16/20,treatment
1542363,4/16/20,treatment
1555546,4/16/20,treatment
1540525,4/16/20,treatment
1549135,4/16/20,treatment
1556624,4/16/20,treatment
1548787,4/16/20,treatment
1540320,4/16/20,treatment
1549799,4/16/20,treatment
1557332,4/16/20,control
1555489,4/16/20,treatment
1554678,4/16/20,treatment
1536126,4/16/20,treatment
1550313,4/16/20,treatment
1550313,4/16/20,treatment
1538729,4/16/20,treatment
1534887,4/16/20,treatment
1545194,4/16/20,treatment
1543879,4/16/20,treatment
1544918,4/16/20,treatment
1540261,4/16/20,control
1548238,4/16/20,control
1548562,4/16/20,control
1548218,4/16/20,treatment
1533223,4/16/20,treatment
1549858,4/16/20,treatment
1556933,4/16/20,treatment
1549372,4/16/20,treatment
1552118,4/16/20,treatment
1554151,4/16/20,treatment
1541794,4/16/20,control
1535230,4/16/20,control
1536035,4/16/20,treatment
1554272,4/16/20,treatment
1545091,4/16/20,treatment
1531464,4/16/20,treatment
1549678,4/16/20,control
1532747,4/16/20,control
1552090,4/16/20,control
1532520,4/16/20,treatment
1548061,4/16/20,treatment
1544643,4/16/20,treatment
1536845,4/16/20,treatment
1554008,4/16/20,treatment
1555006,4/16/20,treatment
1547328,4/16/20,treatment
1545127,4/16/20,treatment
1554105,4/16/20,control
1548287,4/16/20,treatment
1549261,4/16/20,treatment
1552116,4/16/20,control
1552288,4/16/20,control
1533893,4/16/20,treatment
1531571,4/16/20,treatment
1555514,4/16/20,treatment
1543916,4/16/20,treatment
1532171,4/16/20,treatment
1549539,4/16/20,treatment
1549865,4/16/20,treatment
1546323,4/16/20,treatment
1552201,4/16/20,treatment
1535791,4/16/20,control
1544637,4/16/20,control
1539943,4/16/20,control
1555233,4/16/20,control
1556054,4/16/20,treatment
1550143,4/16/20,treatment
1536096,4/16/20,treatment
1548302,4/16/20,treatment
1552279,4/16/20,treatment
1541329,4/16/20,treatment
1538535,4/16/20,treatment
1553949,4/16/20,treatment
1544529,4/16/20,control
1536535,4/16/20,control
1540053,4/16/20,control
1536249,4/16/20,control
1540330,4/16/20,control
1546987,4/16/20,control
1553147,4/16/20,treatment
1533782,4/16/20,treatment
1544362,4/16/20,treatment
1552881,4/16/20,treatment
1557216,4/16/20,treatment
1533965,4/16/20,treatment
1538836,4/16/20,treatment
1542625,4/16/20,treatment
1537780,4/16/20,treatment
1534997,4/16/20,control
1557408,4/16/20,control
1539553,4/16/20,control
1544340,4/16/20,control
1551215,4/16/20,treatment
1531380,4/16/20,treatment
1556940,4/16/20,treatment
1535151,4/16/20,treatment
1550707,4/16/20,treatment
1545860,4/16/20,treatment
1552973,4/16/20,treatment
1556695,4/16/20,treatment
1536146,4/16/20,treatment
1549331,4/16/20,treatment
1541768,4/16/20,treatment
1532134,4/16/20,treatment
1533804,4/16/20,treatment
1551667,4/16/20,treatment
1533441,4/16/20,treatment
1554590,4/16/20,control
1551663,4/16/20,control
1557013,4/16/20,control
1537990,4/16/20,control
1535824,4/16/20,treatment
1546792,4/16/20,treatment
1552896,4/16/20,treatment
1551617,4/16/20,treatment
1551125,4/16/20,control
1552588,4/16/20,control
1532548,4/16/20,control
1549240,4/16/20,control
1532805,4/16/20,treatment
1548257,4/16/20,treatment
1537249,4/16/20,control
1539177,4/16/20,control
1542408,4/16/20,control
1536128,4/16/20,control
1542347,4/16/20,treatment
1539318,4/16/20,treatment
1539230,4/16/20,treatment
1540912,4/16/20,treatment
1544546,4/16/20,treatment
1556229,4/16/20,control
1546612,4/16/20,control
1536500,4/16/20,treatment
1538394,4/16/20,treatment
1550103,4/16/20,treatment
1540476,4/16/20,treatment
1543143,4/16/20,treatment
1547630,4/16/20,treatment
1534201,4/16/20,treatment
1539895,4/16/20,control
1536773,4/16/20,treatment
1554475,4/16/20,treatment
1532574,4/16/20,treatment
1532671,4/16/20,treatment
1536757,4/16/20,treatment
1547202,4/16/20,treatment
1554605,4/16/20,treatment
1552449,4/16/20,treatment
1553387,4/16/20,treatment
1555289,4/16/20,treatment
1548951,4/16/20,treatment
1546234,4/16/20,treatment
1540819,4/16/20,treatment
1546826,4/16/20,control
1542893,4/16/20,control
1553774,4/16/20,treatment
1537655,4/16/20,treatment
1540927,4/16/20,treatment
1551041,4/16/20,treatment
1552435,4/16/20,treatment
1552765,4/16/20,treatment
1549017,4/16/20,treatment
1555707,4/16/20,treatment
1546688,4/16/20,control
1547150,4/16/20,control
1553477,4/16/20,control
1531542,4/16/20,treatment
1542555,4/16/20,treatment
1541363,4/16/20,treatment
1555806,4/16/20,treatment
1533618,4/16/20,treatment
1555956,4/16/20,treatment
1551482,4/16/20,treatment
1538035,4/16/20,control
1542916,4/16/20,treatment
1548078,4/16/20,treatment
1535728,4/16/20,treatment
1553860,4/16/20,treatment
1539115,4/16/20,control
1531432,4/16/20,control
1541618,4/16/20,control
1554254,4/16/20,control
1541784,4/16/20,control
1546981,4/16/20,treatment
1543903,4/16/20,treatment
1534982,4/16/20,treatment
1552893,4/16/20,treatment
1554976,4/16/20,treatment
1532104,4/16/20,treatment
1533794,4/16/20,treatment
1556706,4/16/20,treatment
1541902,4/16/20,treatment
1531725,4/16/20,treatment
1542275,4/16/20,treatment
1534118,4/16/20,treatment
1541616,4/16/20,treatment
1531439,4/16/20,treatment
1532663,4/16/20,treatment
1556768,4/16/20,treatment
1543429,4/16/20,treatment
1543436,4/16/20,treatment
1532003,4/16/20,control
1553914,4/16/20,control
1534472,4/16/20,treatment
1541132,4/16/20,treatment
1536877,4/16/20,treatment
1547979,4/16/20,treatment
1542483,4/16/20,treatment
1538263,4/16/20,control
1543775,4/16/20,control
1535355,4/16/20,treatment
1532025,4/16/20,treatment
1541539,4/16/20,treatment
1550801,4/16/20,treatment
1546723,4/16/20,treatment
1550568,4/16/20,treatment
1552916,4/16/20,treatment
1547897,4/16/20,treatment
1534466,4/16/20,treatment
1544050,4/16/20,treatment
1554783,4/16/20,treatment
1545232,4/16/20,treatment
1534781,4/16/20,treatment
1543791,4/16/20,control
1544694,4/16/20,treatment
1541421,4/16/20,treatment
1537467,4/16/20,treatment
1533500,4/16/20,treatment
1544626,4/16/20,treatment
1550268,4/16/20,treatment
1533322,4/16/20,treatment
1554721,4/16/20,control
1549652,4/16/20,control
1550375,4/16/20,control
1556037,4/16/20,treatment
1535595,4/16/20,treatment
1536579,4/16/20,treatment
1545759,4/16/20,treatment
1538412,4/16/20,treatment
1545248,4/16/20,treatment
1535591,4/16/20,treatment
1553962,4/16/20,treatment
1548551,4/16/20,treatment
1548693,4/16/20,treatment
1538816,4/16/20,treatment
1553715,4/16/20,treatment
1553938,4/16/20,treatment
1545128,4/16/20,control
1540392,4/16/20,treatment
1537575,4/16/20,treatment
1537394,4/16/20,treatment
1543648,4/16/20,treatment
1555232,4/16/20,treatment
1554885,4/16/20,control
1544761,4/16/20,control
1540460,4/16/20,treatment
1534943,4/16/20,treatment
1543289,4/16/20,treatment
1543722,4/16/20,control
1545279,4/16/20,control
1555907,4/16/20,treatment
1553652,4/16/20,treatment
1543093,4/16/20,treatment
1531894,4/16/20,treatment
1538762,4/16/20,treatment
1539929,4/16/20,treatment
1547159,4/16/20,control
1554425,4/16/20,control
1553948,4/16/20,treatment
1540027,4/16/20,treatment
1532635,4/16/20,treatment
1539636,4/16/20,treatment
1540631,4/16/20,treatment
1534434,4/16/20,control
1547703,4/16/20,control
1556164,4/16/20,treatment
1557412,4/16/20,treatment
1555176,4/16/20,treatment
1550125,4/16/20,control
1538034,4/16/20,treatment
1556363,4/16/20,treatment
1533789,4/16/20,treatment
1545612,4/16/20,treatment
1548723,4/16/20,treatment
1552006,4/16/20,treatment
1535393,4/16/20,control
1552734,4/16/20,control
1534628,4/16/20,control
1539989,4/16/20,control
1540678,4/16/20,control
1546359,4/16/20,control
1548390,4/16/20,control
1545065,4/16/20,treatment
1556151,4/16/20,treatment
1541024,4/16/20,treatment
1542834,4/16/20,treatment
1533077,4/16/20,treatment
1551379,4/16/20,control
1536257,4/16/20,treatment
1534733,4/16/20,treatment
1533459,4/16/20,treatment
1553580,4/16/20,treatment
1532406,4/16/20,treatment
1554901,4/16/20,treatment
1543991,4/16/20,treatment
1534203,4/16/20,treatment
1552643,4/16/20,control
1557292,4/16/20,control
1552518,4/16/20,treatment
1552163,4/16/20,treatment
1539998,4/16/20,treatment
1539443,4/16/20,control
1552581,4/16/20,treatment
1552581,4/16/20,treatment
1542209,4/16/20,treatment
1537752,4/16/20,treatment
1545414,4/16/20,treatment
1555929,4/16/20,treatment
1552750,4/16/20,control
1553130,4/16/20,control
1531659,4/16/20,control
1555306,4/16/20,control
1540481,4/16/20,treatment
1541326,4/16/20,control
1542104,4/16/20,control
1534001,4/16/20,control
1534531,4/16/20,treatment
1543579,4/16/20,treatment
1535365,4/16/20,treatment
1534082,4/16/20,treatment
1543881,4/16/20,treatment
1533321,4/16/20,treatment
1544808,4/16/20,treatment
1543813,4/16/20,treatment
1549093,4/16/20,treatment
1549683,4/16/20,treatment
1534749,4/16/20,treatment
1548063,4/16/20,control
1544593,4/16/20,treatment
1542256,4/16/20,treatment
1546495,4/16/20,treatment
1532479,4/16/20,control
1554696,4/16/20,control
1535657,4/16/20,control
1556454,4/16/20,control
1535901,4/16/20,treatment
1552747,4/16/20,treatment
1533856,4/16/20,treatment
1553804,4/16/20,treatment
1531445,4/16/20,treatment
1554664,4/16/20,control
1554208,4/16/20,control
1550425,4/16/20,control
1542840,4/16/20,treatment
1550347,4/16/20,treatment
1548858,4/16/20,treatment
1547113,4/16/20,treatment
1548330,4/16/20,control
1540451,4/16/20,control
1555483,4/16/20,control
1542078,4/16/20,control
1540111,4/16/20,treatment
1553099,4/16/20,treatment
1548683,4/16/20,treatment
1534343,4/16/20,treatment
1534343,4/16/20,treatment
1535996,4/16/20,control
1541215,4/16/20,treatment
1550083,4/16/20,treatment
1553484,4/16/20,treatment
1554395,4/16/20,treatment
1534178,4/16/20,treatment
1536589,4/16/20,treatment
1549249,4/16/20,treatment
1538969,4/16/20,treatment
1552091,4/16/20,treatment
1556270,4/16/20,treatment
1539777,4/16/20,treatment
1545286,4/16/20,treatment
1540724,4/16/20,control
1547644,4/16/20,control
1542127,4/16/20,treatment
1552852,4/16/20,treatment
1550246,4/16/20,treatment
1542772,4/16/20,treatment
1546769,4/16/20,treatment
1531819,4/16/20,treatment
1533810,4/16/20,treatment
1547019,4/16/20,control
1537779,4/16/20,control
1540046,4/16/20,control
1539233,4/16/20,control
1534504,4/16/20,control
1556067,4/16/20,treatment
1552314,4/16/20,treatment
1538619,4/16/20,treatment
1544438,4/16/20,treatment
1547176,4/16/20,treatment
1537975,4/16/20,treatment
1548493,4/16/20,treatment
1549434,4/16/20,treatment
1550445,4/16/20,treatment
1553673,4/16/20,treatment
1540763,4/16/20,treatment
1531724,4/16/20,treatment
1543389,4/16/20,treatment
1539462,4/16/20,treatment
1554237,4/16/20,treatment
1544266,4/16/20,control
1555961,4/16/20,control
1552506,4/16/20,control
1532565,4/16/20,control
1534196,4/16/20,treatment
1543635,4/16/20,treatment
1556574,4/16/20,treatment
1549982,4/16/20,treatment
1542683,4/16/20,treatment
1533266,4/16/20,treatment
1552141,4/16/20,treatment
1541117,4/16/20,control
1539103,4/16/20,control
1539323,4/16/20,control
1544316,4/16/20,treatment
1541900,4/16/20,treatment
1549757,4/16/20,treatment
1536251,4/16/20,treatment
1534054,4/16/20,treatment
1556582,4/16/20,treatment
1532082,4/16/20,control
1551032,4/16/20,control
1533624,4/16/20,control
1539696,4/16/20,control
1536798,4/16/20,treatment
1551194,4/16/20,treatment
1549939,4/16/20,treatment
1554714,4/16/20,treatment
1545823,4/16/20,control
1551762,4/16/20,treatment
1549721,4/16/20,treatment
1554154,4/16/20,treatment
1531367,4/16/20,treatment
1545024,4/16/20,control
1547962,4/16/20,treatment
1557206,4/16/20,treatment
1555765,4/16/20,treatment
1542329,4/16/20,treatment
1542329,4/16/20,treatment
1541235,4/16/20,treatment
1550995,4/16/20,treatment
1541679,4/16/20,treatment
1551910,4/16/20,treatment
1553688,4/16/20,treatment
1547317,4/16/20,treatment
1536952,4/16/20,treatment
1546785,4/16/20,control
1557297,4/16/20,control
1533017,4/16/20,treatment
1557257,4/16/20,treatment
1531582,4/16/20,treatment
1552878,4/16/20,treatment
1532822,4/16/20,treatment
1535027,4/16/20,treatment
1533803,4/16/20,treatment
1541952,4/16/20,treatment
1548112,4/16/20,treatment
1538744,4/16/20,treatment
1536975,4/16/20,control
1531449,4/16/20,treatment
1532668,4/16/20,treatment
1535286,4/16/20,control
1540837,4/16/20,treatment
1540003,4/16/20,treatment
1551049,4/16/20,treatment
1540633,4/16/20,treatment
1552322,4/16/20,treatment
1541220,4/16/20,treatment
1555245,4/16/20,treatment
1535254,4/16/20,treatment
1534459,4/16/20,treatment
1534454,4/16/20,treatment
1532034,4/16/20,treatment
1533124,4/16/20,control
1548381,4/16/20,control
1538934,4/16/20,treatment
1541714,4/16/20,treatment
1555766,4/16/20,treatment
1537673,4/16/20,treatment
1553781,4/16/20,treatment
1542232,4/16/20,control
1534329,4/16/20,control
1554407,4/16/20,treatment
1533314,4/16/20,treatment
1545678,4/16/20,treatment
1531586,4/16/20,treatment
1533352,4/16/20,control
1536279,4/16/20,control
1537452,4/16/20,treatment
1555655,4/16/20,treatment
1542424,4/16/20,treatment
1555512,4/16/20,treatment
1534639,4/16/20,treatment
1540337,4/16/20,treatment
1535390,4/16/20,treatment
1549730,4/16/20,control
1552191,4/16/20,control
1535510,4/16/20,control
1551243,4/16/20,treatment
1541254,4/16/20,treatment
1545959,4/16/20,treatment
1557145,4/16/20,control
1552467,4/16/20,control
1548789,4/16/20,control
1538248,4/16/20,treatment
1540801,4/16/20,treatment
1556206,4/16/20,treatment
1541606,4/16/20,treatment
1557112,4/16/20,control
1533310,4/16/20,control
1548811,4/16/20,control
1537385,4/16/20,control
1551523,4/16/20,control
1555837,4/16/20,treatment
1554435,4/16/20,treatment
1557091,4/16/20,treatment
1547246,4/16/20,treatment
1550269,4/16/20,treatment
1551264,4/16/20,control
1543142,4/16/20,control
1542780,4/16/20,control
1555313,4/16/20,control
1547589,4/16/20,control
1540278,4/16/20,control
1535123,4/16/20,treatment
1548324,4/16/20,treatment
1536608,4/16/20,treatment
1540860,4/16/20,treatment
1553635,4/16/20,control
1537587,4/16/20,control
1536231,4/16/20,treatment
1537277,4/16/20,treatment
1545873,4/16/20,treatment
1550809,4/16/20,treatment
1535699,4/16/20,control
1536466,4/16/20,control
1542055,4/16/20,control
1557351,4/16/20,treatment
1543551,4/16/20,treatment
1549735,4/16/20,treatment
1535875,4/16/20,treatment
1533254,4/16/20,treatment
1553611,4/16/20,treatment
1549863,4/16/20,treatment
1535854,4/16/20,treatment
1553109,4/16/20,treatment
1535367,4/16/20,treatment
1536545,4/16/20,control
1555910,4/16/20,treatment
1537904,4/16/20,treatment
1539295,4/16/20,treatment
1552612,4/16/20,treatment
1555009,4/16/20,treatment
1553138,4/16/20,treatment
1557220,4/16/20,treatment
1536370,4/16/20,control
1540259,4/16/20,treatment
1540618,4/16/20,treatment
1531827,4/16/20,treatment
1531688,4/16/20,treatment
1547875,4/16/20,control
1546103,4/16/20,control
1549245,4/16/20,treatment
1536240,4/16/20,treatment
1556793,4/16/20,treatment
1535917,4/16/20,treatment
1536158,4/16/20,control
1533326,4/16/20,control
1541048,4/16/20,treatment
1545853,4/16/20,treatment
1532965,4/16/20,treatment
1534773,4/16/20,treatment
1543603,4/16/20,treatment
1542056,4/16/20,control
1535839,4/16/20,treatment
1548080,4/16/20,treatment
1546308,4/16/20,treatment
1556794,4/16/20,control
1532545,4/16/20,control
1540584,4/16/20,control
1548890,4/16/20,treatment
1543650,4/16/20,treatment
1543301,4/16/20,treatment
1554213,4/16/20,control
1541907,4/16/20,control
1554147,4/16/20,control
1557268,4/16/20,control
1551136,4/16/20,control
1553307,4/16/20,treatment
1544578,4/16/20,treatment
1540245,4/16/20,treatment
1547645,4/16/20,treatment
1539879,4/16/20,treatment
1551225,4/16/20,treatment
1549254,4/16/20,treatment
1555869,4/16/20,treatment
1554401,4/16/20,treatment
1555217,4/16/20,treatment
1551282,4/16/20,control
1535163,4/16/20,control
1531389,4/16/20,treatment
1532419,4/16/20,treatment
1547600,4/16/20,treatment
1541760,4/16/20,control
1531751,4/16/20,treatment
1544436,4/16/20,treatment
1531568,4/16/20,treatment
1536319,4/16/20,treatment
1537806,4/16/20,treatment
1532503,4/16/20,treatment
1533650,4/16/20,control
1547028,4/16/20,control
1554351,4/16/20,control
1545709,4/16/20,treatment
1547209,4/16/20,treatment
1556615,4/16/20,treatment
1549524,4/16/20,control
1557050,4/16/20,control
1547729,4/16/20,control
1537640,4/16/20,treatment
1548917,4/16/20,treatment
1557047,4/16/20,treatment
1547968,4/16/20,treatment
1531694,4/16/20,treatment
1542537,4/16/20,treatment
1552236,4/16/20,treatment
1534683,4/16/20,treatment
1536593,4/16/20,treatment
1551065,4/16/20,treatment
1550741,4/16/20,control
1547874,4/16/20,control
1549266,4/16/20,control
1542691,4/16/20,control
1534996,4/16/20,treatment
1531961,4/16/20,treatment
1540397,4/16/20,treatment
1540645,4/16/20,treatment
1534785,4/16/20,treatment
1553156,4/16/20,treatment
1555508,4/16/20,treatment
1532293,4/16/20,treatment
1550163,4/16/20,treatment
1549869,4/16/20,control
1549232,4/16/20,treatment
1535052,4/16/20,treatment
1555456,4/16/20,treatment
1533458,4/16/20,treatment
1552149,4/16/20,treatment
1556350,4/16/20,treatment
1557170,4/16/20,treatment
1553393,4/16/20,treatment
1555991,4/16/20,treatment
1552729,4/16/20,control
1553773,4/16/20,control
1541465,4/16/20,treatment
1550106,4/16/20,treatment
1548700,4/16/20,treatment
1549066,4/16/20,treatment
1548339,4/16/20,treatment
1536895,4/16/20,treatment
1532741,4/16/20,treatment
1553095,4/16/20,treatment
1533996,4/16/20,treatment
1547394,4/16/20,treatment
1539689,4/16/20,treatment
1532714,4/16/20,treatment
1544699,4/16/20,treatment
1533424,4/16/20,treatment
1536805,4/16/20,treatment
1547385,4/16/20,control
1535278,4/16/20,control
1536692,4/16/20,control
1544653,4/16/20,control
1538553,4/16/20,control
1541467,4/16/20,treatment
1537350,4/16/20,treatment
1540911,4/16/20,treatment
1545636,4/16/20,treatment
1532169,4/16/20,treatment
1549927,4/16/20,treatment
1551846,4/16/20,treatment
1543491,4/16/20,treatment
1538738,4/16/20,treatment
1547078,4/16/20,treatment
1543533,4/16/20,control
1540570,4/16/20,control
1536310,4/16/20,treatment
1534015,4/16/20,treatment
1536199,4/16/20,control
1549885,4/16/20,control
1531733,4/16/20,treatment
1549229,4/16/20,treatment
1545546,4/16/20,treatment
1536359,4/16/20,control
1532002,4/16/20,control
1553253,4/16/20,control
1539468,4/16/20,control
1550207,4/16/20,control
1557397,4/16/20,control
1541612,4/16/20,treatment
1538351,4/16/20,control
1539578,4/16/20,control
1545779,4/16/20,control
1543280,4/16/20,treatment
1545526,4/16/20,treatment
1549109,4/16/20,treatment
1553155,4/16/20,control
1554391,4/16/20,control
1541353,4/16/20,control
1555373,4/16/20,treatment
1556022,4/16/20,treatment
